Trial,State,Leakage_Objective_Minimize,Endurance_Objective_Maximize,RF_Power,Process_Time,RTA_Temperature,Has_RTA,Constraint_OnOff_g1,Constraint_Voltage_g2,Is_Feasible,Penalty_Applied,Leakage_Current_A_Mean,Leakage_Current_A_Std,Leakage_Current_A_CI95_Low,Leakage_Current_A_CI95_High,Endurance_Cycles_Mean,Endurance_Cycles_Std,Endurance_Cycles_CI95_Low,Endurance_Cycles_CI95_High,On_Off_Ratio_Mean,On_Off_Ratio_Std,On_Off_Ratio_CI95_Low,On_Off_Ratio_CI95_High,Operation_Voltage_V_Mean,Operation_Voltage_V_Std,Operation_Voltage_V_CI95_Low,Operation_Voltage_V_CI95_High
60,TrialState.COMPLETE,4.1838167006867504e-05,46.38460066289589,50.0,60.0,500.0,1.0,-12.89089835652441,-2.826825071109921,True,False,4.1838167006867504e-05,0.004423841415999089,1.0093857128383036e-07,0.01734155928928771,46.38460066289589,9.82791442335093,30.887580632325886,69.41300517186153,17.89089835652441,3290.5347274644996,0.024814807791431432,12898.92094646863,0.17317492889007896,0.07076594860970013,0.034473669615066704,0.3118761881650912
61,TrialState.COMPLETE,4.1838167006867504e-05,46.38460066289589,50.0,60.0,500.0,1.0,-12.89089835652441,-2.826825071109921,True,False,4.1838167006867504e-05,0.004423841415999089,1.0093857128383036e-07,0.01734155928928771,46.38460066289589,9.82791442335093,30.887580632325886,69.41300517186153,17.89089835652441,3290.5347274644996,0.024814807791431432,12898.92094646863,0.17317492889007896,0.07076594860970013,0.034473669615066704,0.3118761881650912
90,TrialState.COMPLETE,4.1838167006867504e-05,46.38460066289589,50.0,60.0,500.0,1.0,-12.89089835652441,-2.826825071109921,True,False,4.1838167006867504e-05,0.004423841415999089,1.0093857128383036e-07,0.01734155928928771,46.38460066289589,9.82791442335093,30.887580632325886,69.41300517186153,17.89089835652441,3290.5347274644996,0.024814807791431432,12898.92094646863,0.17317492889007896,0.07076594860970013,0.034473669615066704,0.3118761881650912
91,TrialState.COMPLETE,4.1838167006867504e-05,46.38460066289589,50.0,60.0,500.0,1.0,-12.89089835652441,-2.826825071109921,True,False,4.1838167006867504e-05,0.004423841415999089,1.0093857128383036e-07,0.01734155928928771,46.38460066289589,9.82791442335093,30.887580632325886,69.41300517186153,17.89089835652441,3290.5347274644996,0.024814807791431432,12898.92094646863,0.17317492889007896,0.07076594860970013,0.034473669615066704,0.3118761881650912
4,TrialState.COMPLETE,4.1838167006867504e-05,45.87619852638776,75.0,30.0,500.0,1.0,-12.89089835652441,-2.8059011765792374,True,False,4.1838167006867504e-05,0.004423841415999089,1.0093857128383036e-07,0.01734155928928771,45.87619852638776,9.712533386174018,30.557592446383573,68.63072332018572,17.89089835652441,3290.5347274644996,0.024814807791431432,12898.92094646863,0.19409882342076268,0.07138582059246455,0.054182615059532174,0.3340150317819932
6,TrialState.COMPLETE,4.1838167006867504e-05,45.87619852638776,75.0,30.0,500.0,1.0,-12.89089835652441,-2.8059011765792374,True,False,4.1838167006867504e-05,0.004423841415999089,1.0093857128383036e-07,0.01734155928928771,45.87619852638776,9.712533386174018,30.557592446383573,68.63072332018572,17.89089835652441,3290.5347274644996,0.024814807791431432,12898.92094646863,0.19409882342076268,0.07138582059246455,0.054182615059532174,0.3340150317819932
16,TrialState.COMPLETE,4.1838167006867504e-05,45.87619852638776,75.0,30.0,500.0,1.0,-12.89089835652441,-2.8059011765792374,True,False,4.1838167006867504e-05,0.004423841415999089,1.0093857128383036e-07,0.01734155928928771,45.87619852638776,9.712533386174018,30.557592446383573,68.63072332018572,17.89089835652441,3290.5347274644996,0.024814807791431432,12898.92094646863,0.19409882342076268,0.07138582059246455,0.054182615059532174,0.3340150317819932
21,TrialState.COMPLETE,4.1838167006867504e-05,45.87619852638776,75.0,30.0,500.0,1.0,-12.89089835652441,-2.8059011765792374,True,False,4.1838167006867504e-05,0.004423841415999089,1.0093857128383036e-07,0.01734155928928771,45.87619852638776,9.712533386174018,30.557592446383573,68.63072332018572,17.89089835652441,3290.5347274644996,0.024814807791431432,12898.92094646863,0.19409882342076268,0.07138582059246455,0.054182615059532174,0.3340150317819932
22,TrialState.COMPLETE,4.1838167006867504e-05,45.87619852638776,75.0,30.0,500.0,1.0,-12.89089835652441,-2.8059011765792374,True,False,4.1838167006867504e-05,0.004423841415999089,1.0093857128383036e-07,0.01734155928928771,45.87619852638776,9.712533386174018,30.557592446383573,68.63072332018572,17.89089835652441,3290.5347274644996,0.024814807791431432,12898.92094646863,0.19409882342076268,0.07138582059246455,0.054182615059532174,0.3340150317819932
26,TrialState.COMPLETE,4.1838167006867504e-05,45.87619852638776,75.0,30.0,500.0,1.0,-12.89089835652441,-2.8059011765792374,True,False,4.1838167006867504e-05,0.004423841415999089,1.0093857128383036e-07,0.01734155928928771,45.87619852638776,9.712533386174018,30.557592446383573,68.63072332018572,17.89089835652441,3290.5347274644996,0.024814807791431432,12898.92094646863,0.19409882342076268,0.07138582059246455,0.054182615059532174,0.3340150317819932
