target,n_predictions,mae,rmse,r2
endurance_cycles,5,13.915172115096542,14.406401939032158,-1.088812568729363
forming_voltage_v,17,1.0230497794034865,1.1985008694220087,-0.5199767585497959
leakage_current_a,15,0.00017780526145818083,0.00022222907861814151,-0.9326664221050942
on_off_ratio,15,8172.680974633894,14859.719185000034,-0.8504678913413506
operation_voltage_v,15,0.04718129163262318,0.07137480042674967,0.19114284059655107
